Module	Section	Sample Name	Source
Bismark	alignment	CF05-CM02-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF05-CM02-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	EF03-EM04-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/EF03-EM04-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	EF04-EM05-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/EF04-EM05-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF08-CM03-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF08-CM03-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF08-CM05-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF08-CM05-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	EF06-EM02-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/EF06-EM02-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF04-CM04-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF04-CM04-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	EF07-EM01-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/EF07-EM01-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF01-CM01-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF01-CM01-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	EF01-EM01-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/EF01-EM01-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF03-CM03-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF03-CM03-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF05-CM05-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF05-CM05-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	EF03-EM03-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/EF03-EM03-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF03-CM05-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF03-CM05-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF02-CM02-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF02-CM02-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	EF05-EM01-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/EF05-EM01-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF03-CM04-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF03-CM04-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	EF04-EM04-Zygote_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/EF04-EM04-Zygote_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF06-CM02-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF06-CM02-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF08-CM04-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF08-CM04-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	EF03-EM05-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/EF03-EM05-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
Bismark	alignment	CF01-CM02-Larvae_R1_001	/home/shared/8TB_HDD_01/sam/gitrepos/ceasmallr/output/02.00-bismark-bowtie2-alignment/CF01-CM02-Larvae_R1_001.fastp-trim.20220827_bismark_bt2_PE_report.txt
